order_count_180d,revenue_180d,payment_value_180d,freight_value_180d,item_count_180d,avg_payment_type_count_180d,avg_installments_180d,avg_review_score_180d,review_count_180d,avg_delivery_delay_180d,late_delivery_rate_180d,unique_products_180d,unique_categories_180d,unique_sellers_180d,recency_days,customer_lifetime_days,avg_order_value_180d,orders_per_month_180d,revenue_per_month_180d
0.73557633,-0.016632548,0.3430217,0.0265601,0.2108826,0.0019352428,-0.18165444,0.016995052,0.010745197,0.060388036,0.0,0.020887295,0.0004528882,0.0025083534,-0.019640677,0.031901255,-0.039461505,0.0037668971,-0.002653345
0.7380436,0.015495016,0.27932683,0.016695967,0.21024431,0.0019352428,0.031805165,0.0167992,0.010787138,-0.020723658,0.0,0.01563178,0.0003105728,0.0023106756,0.034584127,0.04786509,-0.033839073,0.003728806,0.00562612
0.7387896,0.019375514,0.2663456,-0.007788021,0.21100162,0.0019352428,-0.0010688142,0.012293459,0.010787138,-0.0013685357,0.0,0.01563178,0.0004528882,0.0023106756,0.12136906,0.036115266,-0.034292527,0.003728806,0.005787972
0.7321201,-0.0002407371,0.310196,-0.3258089,0.2037991,0.0012677184,0.04257974,0.098545775,0.012116934,-0.014868978,0.0,0.018030971,0.0003105728,0.0023106756,-0.020263635,0.036246046,-0.0063677942,0.003728806,0.00562612
-2.9005175,0.026389906,-1.9676,-0.2608825,-0.7572791,0.0006171459,0.017744955,-0.016379837,-0.0036972817,-0.106953956,0.0,-0.07823802,0.010678915,0.0010382172,-0.08555955,-0.023438225,0.014659411,0.0015980968,0.0013311792
0.7353489,0.0143301245,0.36536303,0.0053698127,0.18706472,0.0019352428,0.04441086,0.10035314,0.010013894,-0.09966643,0.0,-0.103991866,0.0003105728,0.0023106756,0.16382475,0.059209567,-0.027298601,0.003728806,0.010616187
0.7343383,0.028175168,0.35543606,-0.11197185,0.20955993,0.0012677184,0.041485775,0.051411126,0.013563911,0.10497208,0.0,0.018338755,0.0003105728,0.0025083534,-0.022234863,0.043052517,-0.018958744,0.0037668971,0.008281434
0.7396363,0.025922753,0.2745908,0.019624442,0.18741071,0.0019352428,0.022251762,0.14340477,0.011820495,0.19318517,0.0,-0.08701253,0.0010086538,0.0025083534,0.10144358,0.058564495,0.0036009068,0.0037668971,0.009389181
0.7411859,0.0056653013,0.3607033,0.04920843,0.20706147,0.0012677184,0.037093636,0.121636815,0.010787138,0.021530654,0.0,0.018604347,0.0003105728,0.0023106756,-0.022726394,0.035107274,-0.0066854525,0.003728806,0.00562612
0.7416428,0.0155199105,0.2973671,0.064877085,0.20702873,0.0012677184,0.03359612,0.14648052,0.010787138,-0.004756841,0.0,0.015642473,0.0003105728,0.0023106756,0.07639184,0.047536004,-0.03527326,0.003728806,0.00562612
0.73794264,0.0125686405,0.24559404,0.010788754,0.2115628,0.0019352428,0.043861445,0.003431825,0.010787138,0.0050491965,0.0,0.018590864,0.0003105728,0.0023106756,-0.021553373,0.03814022,-0.036742073,0.003728806,0.001151032
0.7400675,0.10132283,0.2766416,0.0755447,0.21003166,0.0012677184,0.04597694,0.03243438,0.010787138,-0.06672566,0.0,0.015310513,0.0003105728,0.0023106756,0.032603286,0.040833943,0.03746639,0.003728806,0.0032274977
0.7386018,0.016751347,0.27460527,0.0017622939,0.21018633,0.0019352428,0.03595403,0.018097604,0.010787138,-0.026327124,0.0,0.01563178,0.0003105728,0.0023106756,0.12634066,0.036438398,-0.03443602,0.003728806,0.007432369
